Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4.multiset,SynchronizedMultiSet,synchronizedMultiSet,"MultiSet<E>",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,setup,"No parameters",1
org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,getMapEntry,"No parameters",1
org.apache.commons.collections4.map,LRUMapTest,uncaughtException,"Thread, Throwable",1
org.apache.commons.collections4,IteratorUtils,arrayIterator,"Object, int, int",1
org.apache.commons.collections4.bidimap,DualTreeBidiMap,createBidiMap,"Map<V,K>, Map<K,V>, BidiMap<K,V>",1
org.apache.commons.collections4,PredicateUtils,nullPredicate,"No parameters",1
org.apache.commons.collections4,TransformerUtils,switchMapTransformer,"Map<I,Transformer<I,O>>",2
org.apache.commons.collections4,MapUtilsTest,testVerbosePrintSelfReference,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,select,"K",2
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testIndexExtractorMerge,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testEntrySetRemoveAll,"No parameters",6
org.apache.commons.collections4,CollectionUtilsTest,testCollect,"No parameters",1
org.apache.commons.collections4.map,PredicatedMapTest,decorateMap,"Map<K,V>, Predicate<? super K>, Predicate<? super V>",1
org.apache.commons.collections4,IteratorUtilsTest,getImmutableIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testEstimateN,"No parameters",1
org.apache.commons.collections4,GuavaTestlibTest,suiteList,"String, Supplier<List<String>>, Feature<?>",1
org.apache.commons.collections4,WrappedPut,containsValue,"Object",1
org.apache.commons.collections4.bloomfilter,AbstractHasherTest,testHashing,"int, int",1
org.apache.commons.collections4,FluentIterableTest,testUnique,"No parameters",1
org.apache.commons.collections4.properties,SortedProperties,sortedKeys,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChainTest,testBadNoopComparatorChain,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSubtractWithPredicate,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testTransformerClosure,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testInvertEmptyMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBitMapExtractorTest,testAsBitMapArray,"No parameters",2
org.apache.commons.collections4,CardinalityHelper,freqB,"Object",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testKeysBagContainsAll,"No parameters",3
org.apache.commons.collections4,IterableUtilsTest,testMatchesAny,"No parameters",1
org.apache.commons.collections4,CardinalityHelper,freqA,"Object",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testGetLayer,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMap,listOrderedMap,"Map<K,V>",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadUrl,"String",1
org.apache.commons.collections4.trie,RangeEntryMap,getToKey,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadUri,"String",1
org.apache.commons.collections4.bag,PredicatedSortedBagTest,testDecorate,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testMergeWithBitMapExtractor,"No parameters",4
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,lower,"E",1
org.apache.commons.collections4,MapUtilsTest,testUnmodifiableSortedMap,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,hasNext,"No parameters",1
org.apache.commons.collections4.comparators,BooleanComparatorTest,orderIndependentTests,"BooleanComparator",1
org.apache.commons.collections4.set,CompositeSet,removeComposited,"Set<E>",1
org.apache.commons.collections4,TransformerUtilsTest,testMapTransformer,"No parameters",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testRemovingElementsAndIteratingBackwards,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromPrimitiveArray,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMapTest,testSetValueByIndex,"No parameters",6
org.apache.commons.collections4,EnumerationUtilsTest,testToListWithStringTokenizer,"No parameters",2
org.apache.commons.collections4.iterators,EmptyListIterator,resettableEmptyListIterator,"No parameters",1
org.apache.commons.collections4,ArrayUtilsTest,testIndexOf,"No parameters",1
org.apache.commons.collections4.iterators,AbstractIteratorTest,testFullIterator,"No parameters",4
org.apache.commons.collections4.sequence,SequencesComparator,getScript,"No parameters",1
org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,makeObject,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionIsEmpty,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testRemoveCountWithNull,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testLazySortedMapFactory,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testExtractSingleton,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,verifyValues,"No parameters",2
org.apache.commons.collections4.bag,AbstractBagTest,testBagIteratorFail,"No parameters",2
org.apache.commons.collections4.list,AbstractLinkedList,addLast,"E",1
org.apache.commons.collections4,IterableUtilsTest,testMatchesAll,"No parameters",1
org.apache.commons.collections4,FluentIterableTest,testAnyMatch,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagIterator,"No parameters",5
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testForEachRemaining,"No parameters",4
org.apache.commons.collections4,CollectionUtilsTest,testSizeIsEmpty_Enumeration,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,getNearestEntryForKey,"K, int",4
org.apache.commons.collections4,BulkTest,getVerboseName,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListListIteratorPreviousRemovePrevious,"No parameters",3
org.apache.commons.collections4.list,LazyListTest,testCreateNullGapsWithTransformer,"No parameters",1
org.apache.commons.collections4.functors,ComparatorPredicateTest,testCompareGreater,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testFullListCompatibility,"No parameters",3
org.apache.commons.collections4.properties,EmptyProperties,stringPropertyNames,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testInvokerPredicate2,"No parameters",1
org.apache.commons.collections4,IterableUtils,zippingIterable,"Iterable<? extends E>, Iterable<? extends E>",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testListIteratorNavigation,"No parameters",1
org.apache.commons.collections4.set,UnmodifiableNavigableSetTest,verifyUnmodifiable,"Set<E>",2
org.apache.commons.collections4.list,CursorableLinkedList,broadcastNodeRemoved,"Node<E>",3
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,testBidiKeySetValuesOrder,"No parameters",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testRemoveByIndex,"No parameters",1
org.apache.commons.collections4.map,MultiValueMapTest,testNoMappingReturnsNull,"No parameters",1
org.apache.commons.collections4.bidimap,Node,getRight,"DataElement",1
org.apache.commons.collections4,IteratorUtils,loopingListIterator,"List<E>",1
org.apache.commons.collections4,WrappedPut,equals,"Object",2
org.apache.commons.collections4.map,Segment,keyEq,"Object, Object",1
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyPutWithNullKey,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,testCountingBloomFilterSpecificContains,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,isKeyType,"ReferenceStrength",1
org.apache.commons.collections4.collection,PredicatedCollectionBuilderTest,checkPredicatedCollection2,"Collection<Integer>",1
org.apache.commons.collections4.collection,PredicatedCollectionBuilderTest,checkPredicatedCollection1,"Collection<String>",1
org.apache.commons.collections4.splitmap,TransformedSplitMapTest,testFullMap,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testSwitchClosure,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,getCanonicalEmptyCollectionName,"Object",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testFindIndexExtractor,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testEquals1,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testEquals2,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadClassLoaderResource,"String",1
org.apache.commons.collections4,PredicateUtilsTest,testExceptionPredicate,"No parameters",1
org.apache.commons.collections4,ClosureUtils,chainedClosure,"Collection<? extends Closure<? super E>>",1
org.apache.commons.collections4,MultiSetUtilsTest,testUnmodifiableMultiSet,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testRemoveCountNegative,"No parameters",1
org.apache.commons.collections4.set,ListOrderedSetTest,testListAddReplacing,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultBloomFilterTest,testSparseNonSparseMerging,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testMapEquals,"No parameters",1
org.apache.commons.collections4.iterators,PeekingIteratorTest,testMultiplePeek,"No parameters",1
org.apache.commons.collections4.map,UnmodifiableSortedMapTest,testTailMap,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testAddMappingThroughGet,"No parameters",1
org.apache.commons.collections4.map,Segment,removeInternal,"Object, int, Object, boolean",7
org.apache.commons.collections4,FluentIterable,limit,"long",1
org.apache.commons.collections4.comparators,Equals,expectFalseWhenBothComparatorsWithDifferentUnknownObjectBehavior,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySet,"No parameters",1
org.apache.commons.collections4.queue,AbstractQueueTest,testQueuePeek,"No parameters",4
org.apache.commons.collections4.list,Cursor,nodeChanged,"Node<E>",1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSet,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testGetNumberValueWithInvalidString,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultBitMapExtractorTest,testAsBitMapArrayLargeArray,"No parameters",3
org.apache.commons.collections4.map,AbstractLinkedMap,entryAfter,"LinkEntry<K,V>",1
org.apache.commons.collections4,WrappedPut,entrySet,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollection,nonUniqueIndexedCollection,"Collection<C>, Transformer<C,K>",1
org.apache.commons.collections4.splitmap,TransformedSplitMapTest,testEmptyMap,"No parameters",1
org.apache.commons.collections4.list,AVLNode,getRightSubTree,"No parameters",1
org.apache.commons.collections4.multimap,TransformedMultiValuedMapTest,testKeyTransformedMap,"No parameters",2
org.apache.commons.collections4.list,SetUniqueListTest,testRetainAllWithInitialList,"No parameters",4
org.apache.commons.collections4.bidimap,DualTreeBidiMap,inverseOrderedBidiMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testOrCardinalityWithDifferentLengthFilters,"No parameters",1
org.apache.commons.collections4.map,Builder,setKeyReferenceType,"ReferenceType",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testElements,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testIfTransformer,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testAdvanceOnCountInvalidArguments,"No parameters",1
org.apache.commons.collections4.sequence,SequencesComparator,buildScript,"int, int, int, int, EditScript<T>",6
org.apache.commons.collections4.comparators,BooleanComparatorTest,testStaticFactoryMethods,"No parameters",1
org.apache.commons.collections4,MultiValuedMap,keys,"No parameters",1
org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,unmodifiableOrderedMapIterator,"OrderedMapIterator<K,? extends V>",2
org.apache.commons.collections4,TrieUtilsTest,testUnmodifiableTrie,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testSetUpwardsInList,"No parameters",1
org.apache.commons.collections4.bloomfilter,IndexExtractorTest,testFromBitMapExtractor,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testSizeIsEmpty_Iterator,"No parameters",1
org.apache.commons.collections4,IteratorUtils,collatedIterator,"Comparator<? super E>, Iterator<? extends E>, Iterator<? extends E>",1
org.apache.commons.collections4,CollectionUtilsTest,testIsNotEmptyWithNonEmptyCollection,"No parameters",1
org.apache.commons.collections4,FluentIterable,of,"T",1
org.apache.commons.collections4.bidimap,DualTreeBidiMap2Test,testComparator2,"No parameters",1
org.apache.commons.collections4.iterators,IteratorEnumerationTest,testEnumeration,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionToArray2,"No parameters",6
org.apache.commons.collections4.iterators,FilterListIterator,clearPreviousObject,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testSwitchMapTransformer,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,assertDescendingOrder,"OrderedProperties",5
org.apache.commons.collections4.list,SetUniqueListTest,testUniqueListDoubleInsert,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIntersectionUsesMethodEquals,"No parameters",1
org.apache.commons.collections4.collection,Builder,rejectedElements,"No parameters",1
org.apache.commons.collections4.map,WeakValueReference,keyRef,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKey,getKeys,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,entryNext,"HashEntry<K,V>",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionAdd,"No parameters",5
org.apache.commons.collections4,PredicateUtils,nonePredicate,"Predicate<? super T>",1
org.apache.commons.collections4,MapUtilsTest,testGetIntValue,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKeyTest,testEqualsAfterSerializationOfDerivedClass,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,assertCell3,"CountingBloomFilter, int",2
org.apache.commons.collections4.list,AbstractLinkedList,getNode,"int, boolean",7
org.apache.commons.collections4.bloomfilter,BitMapsTest,testGetLongIndex,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagEqualsSelf,"No parameters",2
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,testSubtract,"No parameters",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testRemoveThrows,"No parameters",1
org.apache.commons.collections4.set,TransformedSet,transformingSet,"Set<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,MapUtilsTest,testUnmodifiableMap,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,checkCapacity,"No parameters",3
org.apache.commons.collections4,FluentIterableTest,testCollate,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testConvertResourceBundle,"No parameters",2
org.apache.commons.collections4,MapUtils,getDoubleValue,"Map<? super K,?>, K, Function<K,Double>",1
org.apache.commons.collections4,CollectionUtilsTest,testUnionNullColl2,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testUnionNullColl1,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagEqualsHashBag,"No parameters",2
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiTailMapContains,"No parameters",1
org.apache.commons.collections4.set,PredicatedSetTest,testIllegalAddAll,"No parameters",1
org.apache.commons.collections4.map,CompositeMapTest,testRemoveFromUnderlying,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsSubCollectionNullColl2,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsSubCollectionNullColl1,"No parameters",1
org.apache.commons.collections4.iterators,IteratorIterable,iterator,"No parameters",2
org.apache.commons.collections4,ListUtilsTest,testIntersectListWithNoOverlapAndDifferentTypes,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testIsEmpty,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKey,calculateHashCode,"Object[]",3
org.apache.commons.collections4.iterators,SingletonIteratorTest,supportsEmptyIterator,"No parameters",1
org.apache.commons.collections4.map,AbstractIterableMapTest,testFailFastKeySet,"No parameters",3
org.apache.commons.collections4.map,LRUMapTest,testAccessOrder,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,testMapContainsValue,"No parameters",4
org.apache.commons.collections4.collection,CompositeCollectionTest,testAddMutator,"No parameters",1
org.apache.commons.collections4.functors,AbstractCompositePredicateTest,nullArrayToGetInstance,"No parameters",1
org.apache.commons.collections4.set,TransformedSortedSet,tailSet,"E",1
org.apache.commons.collections4,PredicateUtils,notNullPredicate,"No parameters",1
org.apache.commons.collections4.sequence,EditCommand,getObject,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKey,readResolve,"No parameters",1
org.apache.commons.collections4,SetUtils,synchronizedSortedSet,"SortedSet<E>",1
org.apache.commons.collections4,MapUtilsTest,testGetDoubleValue,"No parameters",1
org.apache.commons.collections4,MapUtils,safeAddToMap,"Map<? super K,Object>, K, Object",1
org.apache.commons.collections4,MapUtilsTest,testSize0,"No parameters",1
org.apache.commons.collections4.bloomfilter,ArrayCountingBloomFilter,subtract,"int, int",2
org.apache.commons.collections4,MapUtilsTest,testFixedSizeSortedMap,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testLazyMapFactory,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollectionTest,testReindexUpdatesIndexWhenDecoratedCollectionIsModifiedSeparately,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,testPut,"No parameters",3
org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,testIterator,"No parameters",3
org.apache.commons.collections4.sequence,EditCommand,accept,"CommandVisitor<T>",1
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetSize,"No parameters",2
org.apache.commons.collections4.list,UnmodifiableListTest,testUnmodifiableIterator,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testIntersectListWithSelf,"No parameters",1
org.apache.commons.collections4.iterators,IteratorIterableTest,verifyIteration,"Iterable<Number>",2
org.apache.commons.collections4,SetUtilsTest,testpredicatedSet,"No parameters",1
org.apache.commons.collections4.list,TreeListTest,testBugCollections447,"No parameters",1
org.apache.commons.collections4,MapUtils,verbosePrint,"PrintStream, Object, Map<?,?>",1
org.apache.commons.collections4.list,TreeListTest,testIterationOrder,"No parameters",5
org.apache.commons.collections4.map,LRUMapTest,testSynchronizedRemoveFromValues,"No parameters",9
org.apache.commons.collections4.map,AbstractMapTest,testValuesRetainAll,"No parameters",4
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testListValuedMapEqualsHashCodeContract,"No parameters",1
org.apache.commons.collections4,MultiValuedMap,asMap,"No parameters",1
org.apache.commons.collections4.set,CompositeSetTest,buildTwo,"No parameters",1
org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,makeEmptyIterator,"No parameters",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testNextAndPreviousIndex,"No parameters",1
org.apache.commons.collections4,ListUtils,sum,"List<? extends E>, List<? extends E>",1
org.apache.commons.collections4,MapUtilsTest,testIsNotEmptyWithNonEmptyMap,"No parameters",1
org.apache.commons.collections4.set,CompositeSetTest,testRemoveUnderlying,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,getFromIterable,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,createUniqueSetIterator,"No parameters",1
org.apache.commons.collections4.set,CompositeSetTest,testRemoveAll,"No parameters",1
org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,current,"No parameters",2
org.apache.commons.collections4.collection,TransformedCollectionTest,testTransformedCollection_decorateTransform,"No parameters",2
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,verifyInverse,"No parameters",1
org.apache.commons.collections4.list,GrowthListTest,testGrowthSet2,"No parameters",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testPropertyName,"No parameters",1
org.apache.commons.collections4.list,GrowthListTest,testGrowthSet1,"No parameters",1
org.apache.commons.collections4.iterators,TransformIterator,setTransformer,"Transformer<? super I,? extends O>",1
org.apache.commons.collections4.bloomfilter,Shape,checkNumberOfBits,"int",2
org.apache.commons.collections4.map,HashEntry,key,"No parameters",2
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testCosineDistance,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,convertKey,"Object",1
org.apache.commons.collections4.bloomfilter,SimpleBloomFilter,processBitMapPairs,"BitMapExtractor, LongBiPredicate",1
org.apache.commons.collections4,CollectionUtilsTest,testAddAllNullColl5,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,assertNotCollectionContains,"Collection<?>, Object",2
org.apache.commons.collections4,PredicateUtilsTest,testOnePredicate,"No parameters",1
org.apache.commons.collections4,AbstractLinkedListTest,testLinkedListRemoveLast,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,isAllowDuplicateValues,"No parameters",1
org.apache.commons.collections4.iterators,EmptyListIterator,emptyListIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,testFindBloomFilter,"No parameters",1
org.apache.commons.collections4,MapUtils,toMap,"ResourceBundle",2
org.apache.commons.collections4,CollectionUtilsTest,testAddAllNullColl4,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testAddAllNullColl3,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextAddByIterator,"No parameters",1
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,addSetValues,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testAddAllNullColl2,"No parameters",1
org.apache.commons.collections4.bloomfilter,TestingHashers,populateEntireFilter,"T",1
org.apache.commons.collections4,IterableUtils,skippingIterable,"Iterable<E>, long",1
org.apache.commons.collections4.iterators,ZippingIteratorTest,testIterateEvenOdd,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testVerbosePrintNullLabel,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChain,setForwardSort,"int",1
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiRemoveByTailMap,"No parameters",2
org.apache.commons.collections4.collection,CompositeCollectionTest,setUpTest,"No parameters",1
org.apache.commons.collections4,IterableUtils,frequency,"Iterable<E>, T",3
org.apache.commons.collections4.map,LazySortedMapTest,testTransformerDecorate,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testEmptyOrderedIterator,"No parameters",1
org.apache.commons.collections4,FluentIterableTest,testSkip,"No parameters",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivityWithAllEmptyLists,"No parameters",2
org.apache.commons.collections4.iterators,IteratorEnumeration,hasMoreElements,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,cloneMapEntry,"Map.Entry<K,V>",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivityWithSameList,"No parameters",5
org.apache.commons.collections4.list,FixedSizeList,fixedSizeList,"List<E>",1
org.apache.commons.collections4,IterableUtilsTest,testFirstFromIterableIndexOutOfBoundsException,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testBitMapExtractorSize,"No parameters",1
org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIteratorTest,testOrderedMapIterator,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMap2Test,testGetByIndex,"No parameters",6
org.apache.commons.collections4,TransformerUtilsTest,testExecutorTransformer,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,bulkTestBagUniqueSet,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testDebugPrintNullLabelAndMap,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testSize_Key,"No parameters",4
org.apache.commons.collections4,IterableUtils,filteredIterable,"Iterable<E>, Predicate<? super E>",1
org.apache.commons.collections4.bloomfilter,Shape,calculateNumberOfHashFunctions,"int, int",2
org.apache.commons.collections4,IteratorUtilsTest,testAsIterable,"No parameters",2
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,testBidiModifyEntrySet,"No parameters",2
org.apache.commons.collections4,IteratorUtilsTest,testFilteredListIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,TestingHashers,populateFromHashersFrom1AndFrom11,"T",1
org.apache.commons.collections4,IteratorUtilsTest,createNodes,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMapTest,bulkTestValueListView,"No parameters",1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,higher,"E",1
org.apache.commons.collections4,BagUtils,transformingBag,"Bag<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,BagUtils,synchronizedSortedBag,"SortedBag<E>",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testLooping0,"No parameters",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testLooping1,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,readExternalFormFromStream,"InputStream",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testLooping2,"No parameters",1
org.apache.commons.collections4.iterators,LoopingIteratorTest,testLooping3,"No parameters",1
org.apache.commons.collections4.iterators,PermutationIteratorTest,testPermutationUnicity,"No parameters",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,setConfirmed,"MultiValuedMap<K,V>",1
org.apache.commons.collections4.set,CompositeSetTest,testAddComposited,"No parameters",1
org.apache.commons.collections4,OrderedMap,lastKey,"No parameters",1
org.apache.commons.collections4,CollectionUtils,removeRange,"Collection<E>, int, int",3
org.apache.commons.collections4.map,AbstractReferenceMap,isValueType,"ReferenceStrength",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testContainsKey,"No parameters",1
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,testAddAsEqual,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testPartition,"No parameters",1
org.apache.commons.collections4.list,PredicatedListTest,testLegalAddAll,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMapExtractor,fromIndexExtractor,"IndexExtractor, int",1
org.apache.commons.collections4,CollectionUtilsTest,testAddAllForIterable,"No parameters",1
org.apache.commons.collections4.set,AbstractSortedSetTest,bulkTestSortedSetTailSet,"No parameters",1
org.apache.commons.collections4.iterators,PushbackIterator,pushback,"E",1
org.apache.commons.collections4,ClosureUtilsTest,testForClosure,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,previous,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testTransformedCollection,"No parameters",1
org.apache.commons.collections4,ComparatorUtilsTest,testBooleanComparator,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testReplaceKeyValueValue,"No parameters",3
org.apache.commons.collections4.map,ListOrderedMap2Test,testGetValueByIndex,"No parameters",6
org.apache.commons.collections4,IterableUtilsTest,testFrequencyOfNull,"No parameters",1
org.apache.commons.collections4,IterableUtils,boundedIterable,"Iterable<E>, long",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,testAsBloomFilterArray,"No parameters",1
org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,bitsPerElement,"No parameters",1
org.apache.commons.collections4.comparators,AbstractComparatorTest,sortObjects,"List<T>, Comparator<? super T>",1
org.apache.commons.collections4,IterableUtilsTest,testFind,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testSwitchMapClosure,"No parameters",1
org.apache.commons.collections4.iterators,NodeListIteratorTest,getLength,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,isRed,"Node<?,?>, DataElement",1
org.apache.commons.collections4.iterators,FilterListIterator,previousIndex,"No parameters",1
org.apache.commons.collections4,QueueUtils,transformingQueue,"Queue<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivityWithEmptyFirstList,"No parameters",2
org.apache.commons.collections4.collection,AbstractCollectionTest,assertNotRemoveAllFromCollection,"Collection<?>, Collection<?>",2
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListMultipleDuplicatesInDeque,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagIteratorRemoveProtectsInvariants,"No parameters",2
org.apache.commons.collections4.multiset,AbstractMultiSetTest,makeConfirmedCollection,"No parameters",1
